eid/I,type/S,id/I,index/I,x/F,y/F,z/F,dirx/F,diry/F,dirz/F,p/F
1,pmtrack,2,58,29.1549,-0.739308,50.2778,0.410973,-0.169349,0.89578,0
1,pmtrack,65539,0,26.7814,-1.75042,55.9128,0.505448,0.17893,-0.844101,0
1,pmtrack,65539,1,26.886,-1.71341,55.7382,0.505448,0.17893,-0.844101,0
1,pmtrack,65539,2,27.0864,-1.64245,55.4035,0.505448,0.17893,-0.844101,0
1,pmtrack,65539,3,27.0946,-1.63955,55.3898,0.505448,0.17893,-0.844101,0
1,pmtrack,65539,4,27.3378,-1.55346,54.9836,0.504536,0.170725,-0.846343,0
1,pmtrack,65539,5,27.421,-1.5253,54.844,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,6,27.5891,-1.47109,54.5607,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,7,27.744,-1.42117,54.2998,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,8,27.8346,-1.39196,54.1471,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,9,28.0403,-1.32562,53.8005,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,10,28.0788,-1.3132,53.7355,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,11,28.3198,-1.2355,53.3294,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,12,28.3348,-1.23069,53.3043,0.50357,0.162358,-0.848562,0
1,pmtrack,65539,13,28.572,-1.15421,52.9046,0.485979,0.164733,-0.858305,0
1,pmtrack,65539,14,28.6607,-1.12413,52.7478,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,15,28.7913,-1.07373,52.4872,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,16,28.9145,-1.02621,52.2414,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,17,28.9862,-0.998548,52.0983,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,18,29.156,-0.933057,51.7596,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,19,29.1614,-0.930968,51.7488,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,20,29.1837,-0.922372,51.7043,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,21,29.3022,-0.876669,51.468,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,22,29.4245,-0.829455,51.2238,0.441505,0.170329,-0.880944,0
1,pmtrack,65539,23,29.4275,-0.828293,51.2178,0.441505,0.170329,-0.880944,0
1,cctrack,1,0,29.4125,-1.21871,50.5426,0.139222,-0.00841948,-0.990225,0
1,cctrack,1,1,30.7165,-0.628341,34.3977,0.0818877,0.0216653,-0.996406,0
1,cctrack,1,2,31.9986,-0.476547,19.2619,0.0695091,-0.0109407,-0.997521,0
1,cctrack,1,3,33.2796,-0.444375,1.56844,0.0784561,0.0160632,-0.996788,0
1,cctrack,2,0,29.4125,-1.21871,50.5426,0.393369,0.375933,-0.839008,0
1,cctrack,2,1,28.4346,-0.383308,48.8163,0.434573,-0.276679,0.857085,0
1,cctrack,2,2,27.6535,-0.121972,47.0462,0.427511,-0.0900438,0.899515,0
1,cctrack,2,3,26.8725,0.109251,45.506,0.473592,-0.177793,0.862612,0
1,cctrack,2,4,26.0915,0.536649,43.7523,0.394718,-0.250897,0.883882,0
1,cctrack,2,5,25.3104,0.939619,41.9795,0.404595,-0.23951,0.882575,0
1,cctrack,2,6,24.5294,1.42454,40.3509,0.442847,-0.280508,0.851588,0
1,cctrack,2,7,23.7483,1.99309,38.2348,0.349386,-0.203922,0.914519,0
1,cctrack,2,8,22.9673,0.806611,35.1915,0.218903,0.417509,0.881911,0
1,costrk,0,0,33.2796,-0.444374,1.56834,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,1,33.2796,-0.444376,1.56855,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,2,33.244,-0.448711,2.03315,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,3,33.2439,-0.448731,2.03528,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,4,33.209,-0.452985,2.49113,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,5,33.2083,-0.453073,2.50056,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,6,33.1738,-0.457275,2.95089,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,7,33.1727,-0.457417,2.96608,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,8,33.1386,-0.461566,3.41071,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,9,33.1368,-0.461792,3.43493,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,10,33.1035,-0.465853,3.87007,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,11,33.0683,-0.470154,4.33096,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,12,33.0659,-0.470441,4.36176,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,13,33.0332,-0.47443,4.78916,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,14,33.0306,-0.474751,4.82359,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,15,32.9982,-0.478695,5.24627,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,16,32.9949,-0.479109,5.29059,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,17,32.9631,-0.482986,5.70611,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,18,32.9594,-0.483435,5.75419,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,19,32.928,-0.48727,6.16515,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,20,32.9239,-0.48776,6.21764,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,21,32.8928,-0.491553,6.62411,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,22,32.8886,-0.492076,6.68012,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,23,32.8577,-0.495838,7.08335,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,24,32.8532,-0.496391,7.14261,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,25,32.8231,-0.500057,7.53547,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,26,32.8174,-0.500762,7.61091,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,27,32.788,-0.504347,7.99518,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,28,32.7818,-0.505101,8.07592,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,29,32.7526,-0.508659,8.45724,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,30,32.7474,-0.509299,8.52586,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,31,32.7175,-0.512945,8.91655,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,32,32.7115,-0.513676,8.99481,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,33,32.6824,-0.517228,9.37548,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,34,32.6758,-0.518028,9.46124,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,35,32.6472,-0.521525,9.83595,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,36,32.64,-0.522395,9.92913,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,37,32.6121,-0.525801,10.2942,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,38,32.6045,-0.526736,10.3944,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,39,32.577,-0.530081,10.7528,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,40,32.5692,-0.531043,10.8559,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,41,32.5419,-0.534371,11.2125,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,42,32.5326,-0.535499,11.3334,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,43,32.5068,-0.538652,11.6713,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,44,32.4985,-0.539665,11.7798,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,45,32.4715,-0.542959,12.1328,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,46,32.4631,-0.543984,12.2427,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,47,32.4363,-0.54725,12.5926,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,48,32.4272,-0.548365,12.7121,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,49,32.4013,-0.551526,13.0509,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,50,32.3918,-0.552684,13.175,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,51,32.3661,-0.555816,13.5106,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,52,32.3563,-0.557008,13.6383,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,53,32.3311,-0.560085,13.9681,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,54,32.3209,-0.561332,14.1018,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,55,32.296,-0.564369,14.4271,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,56,32.2857,-0.565625,14.5618,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,57,32.2608,-0.568661,14.8871,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,58,32.2499,-0.569997,15.0302,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,59,32.2257,-0.572938,15.3454,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,60,32.2145,-0.574316,15.4931,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,61,32.1905,-0.577234,15.8058,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,62,32.1554,-0.581519,16.265,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,63,32.1432,-0.583002,16.424,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,64,32.1203,-0.585804,16.7242,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,65,32.1078,-0.587327,16.8874,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,66,32.0852,-0.590084,17.1829,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,67,32.0726,-0.591623,17.3478,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,68,32.0501,-0.594368,17.6419,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,69,32.0369,-0.595972,17.8138,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,70,32.015,-0.598642,18.0999,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,71,32.0014,-0.600308,18.2784,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,72,31.9798,-0.602941,18.5606,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,73,31.9659,-0.604644,18.7431,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,74,31.9447,-0.607226,19.0198,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,75,31.9302,-0.608991,19.209,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,76,31.9094,-0.611532,19.4813,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,77,31.8945,-0.613343,19.6753,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,78,31.8742,-0.61582,19.9407,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,79,31.8592,-0.617655,20.1374,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,80,31.839,-0.620116,20.4011,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,81,31.8235,-0.622007,20.6037,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,82,31.8039,-0.624397,20.8598,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,83,31.7882,-0.626318,21.0657,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,84,31.7688,-0.628683,21.3192,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,85,31.7524,-0.630685,21.5337,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,86,31.7334,-0.633001,21.7819,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,87,31.7168,-0.635031,21.9994,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,88,31.6983,-0.637288,22.2412,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,89,31.6811,-0.639377,22.4651,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,90,31.6631,-0.641584,22.7016,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,91,31.6456,-0.64371,22.9294,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,92,31.628,-0.64586,23.1599,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,93,31.6104,-0.648007,23.39,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,94,31.5928,-0.650151,23.6197,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,95,31.5748,-0.652347,23.855,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,96,31.5577,-0.654443,24.0796,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,97,31.5393,-0.656677,24.319,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,98,31.5224,-0.65875,24.5411,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,99,31.5036,-0.661041,24.7867,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,100,31.4872,-0.663042,25.0011,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,101,31.4679,-0.665397,25.2534,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,102,31.4521,-0.667325,25.4601,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,103,31.4325,-0.669714,25.716,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,104,31.4169,-0.671611,25.9193,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,105,31.3969,-0.674052,26.181,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,106,31.3818,-0.675897,26.3787,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,107,31.3615,-0.678374,26.6441,-0.0784561,-0.0160632,0.996788,0
1,costrk,0,108,31.3465,-0.680201,26.8399,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,109,31.3259,-0.682713,27.109,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,110,31.3114,-0.684487,27.2992,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,111,31.2904,-0.687053,27.5742,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,112,31.2762,-0.688781,27.7593,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,113,31.241,-0.693071,28.2191,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,114,31.2188,-0.695786,28.51,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,115,31.2059,-0.697352,28.6778,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,116,31.1837,-0.700067,28.9687,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,117,31.1707,-0.701649,29.1383,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,118,31.148,-0.704423,29.4356,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,119,31.1356,-0.705934,29.5975,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,120,31.1128,-0.708719,29.8959,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,121,31.1004,-0.710226,30.0574,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,122,31.0772,-0.713051,30.3602,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,123,31.0653,-0.714505,30.516,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,124,31.0415,-0.717407,30.8269,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,125,31.0302,-0.718797,30.9759,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,126,31.0059,-0.721757,31.2931,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,127,30.995,-0.723083,31.4352,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,128,30.9703,-0.726095,31.7579,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,129,30.9599,-0.727365,31.894,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,130,30.9348,-0.73043,32.2225,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,131,30.9248,-0.731644,32.3525,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,132,30.8996,-0.734722,32.6824,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,133,30.8896,-0.735938,32.8127,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,134,30.864,-0.739067,33.148,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,135,30.8544,-0.740234,33.2731,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,136,30.8287,-0.743378,33.61,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,137,30.8194,-0.744503,33.7306,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,138,30.7926,-0.747776,34.0813,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,139,30.7843,-0.748787,34.1896,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,140,30.7568,-0.752148,34.5498,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,141,30.7495,-0.753037,34.6451,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,142,30.7223,-0.756354,35.0005,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,143,30.7143,-0.757332,35.1053,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,144,30.6862,-0.760764,35.4731,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,145,30.6794,-0.761582,35.5608,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,146,30.6515,-0.764991,35.9261,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,147,30.6444,-0.765854,36.0185,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,148,30.6156,-0.769373,36.3957,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,149,30.6092,-0.770149,36.4788,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,150,30.5738,-0.774474,36.9423,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,151,30.5445,-0.77804,37.3244,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,152,30.5389,-0.778734,37.3988,-0.0764605,-0.0106294,0.997016,0
1,costrk,0,153,30.5093,-0.782335,37.7846,-0.0764605,-0.0106294,0.997016,0
